Item_Identifier,Item_Weight,Item_Fat_Content,Item_Type,Item_MRP
FDD58,7.76,Low Fat,Snack Foods,98.77
FDM04,9.195,Regular,Frozen Foods,51.1666
FDA23,9.8,Low Fat,Baking Goods,102.8016
FDW28,18.25,Low Fat,Frozen Foods,197.2452
FDA45,21.25,Low Fat,Snack Foods,177.337
NCO26,7.235,Low Fat,Household,117.3492
FDV26,20.25,Regular,Dairy,197.0794
FDC50,20.25,Low Fat,Canned,93.8094
NCV05,20.25,Low Fat,Health and Hygiene,154.3656
FDW48,18,Low Fat,Baking Goods,80.2618
FDS55,7.02,Low Fat,Fruits and Vegetables,148.4734
FDX32,15.1,Regular,Fruits and Vegetables,144.0786
FDC53,8.68,Low Fat,Frozen Foods,100.0384
FDG35,21.2,Regular,Starchy Foods,175.7738
NCZ17,12.15,Low Fat,Health and Hygiene,37.3506
FDZ56,16.25,Low Fat,Fruits and Vegetables,169.9474
NCS05,11.5,Low Fat,Health and Hygiene,133.2942
DRC25,11.5,Low Fat,Soft Drinks,87.3882
FDW59,13.15,Low Fat,Breads,83.5566
FDB36,5.465,Regular,Baking Goods,132.1626
FDT37,14.15,Low Fat,Canned,253.7014
FDG47,12.8,Low Fat,Starchy Foods,261.9252
FDM45,8.655,Regular,Snack Foods,119.3756
FDQ40,8.655,Regular,Frozen Foods,176.8712
FDF34,9.3,Regular,Snack Foods,199.1084
FDP24,20.6,Low Fat,Baking Goods,120.8756
FDT55,20.6,Regular,Fruits and Vegetables,155.8946
FDH60,19.7,Regular,Baking Goods,197.011
FDF57,14.5,Regular,Fruits and Vegetables,169.6448
NCX29,10,Low Fat,Health and Hygiene,147.7102
FDD34,7.945,Low Fat,Snack Foods,161.821
FDQ15,20.35,Regular,Meat,81.7276
FDL12,15.85,Regular,Baking Goods,60.222
FDS22,16.85,Regular,Snack Foods,44.8428
NCM29,11.5,Low Fat,Health and Hygiene,132.9626
FDO24,11.1,low fat,Baking Goods,156.4604
NCJ43,6.635,Low Fat,Household,174.9396
FDA37,7.81,Regular,Canned,123.1046
NCM07,9.395,Low Fat,Others,85.1908
FDT49,7,Low Fat,Canned,108.228
FDP23,6.71,Low Fat,Breads,217.5166
DRF51,15.75,Low Fat,Dairy,38.0506
NCZ41,19.85,Low Fat,Health and Hygiene,123.7704
DRJ11,9.5,Low Fat,Hard Drinks,189.2872
FDP37,15.6,Low Fat,Breakfast,127.5994
FDT60,15.6,Low Fat,Baking Goods,123.8388
FDA09,13.35,Regular,Snack Foods,178.666
FDJ46,11.1,Low Fat,Snack Foods,174.2054
FDO48,15,Regular,Baking Goods,219.7456
FDH44,19.1,Regular,Fruits and Vegetables,145.7418
NCM05,6.825,Low Fat,Health and Hygiene,264.3226
NCU06,6.825,Low Fat,Household,228.001
FDV13,17.35,Regular,Canned,88.0856
FDA23,9.8,Low Fat,Baking Goods,102.4016
FDJ60,19.35,Regular,Baking Goods,164.1184
FDN13,18.6,Low Fat,Breakfast,98.9358
DRF49,7.27,Low Fat,Soft Drinks,114.4518
FDB27,12.6,Low Fat,Dairy,196.7768
NCS18,12.65,Low Fat,Household,108.6938
FDZ49,12.65,Regular,Canned,220.3798
FDN32,17.5,Low Fat,Fruits and Vegetables,184.7266
FDO37,8.06,Low Fat,Breakfast,229.7326
NCD31,12.1,Low Fat,Household,165.5526
NCV30,12.1,Low Fat,Household,62.351
FDY49,17.2,Regular,Canned,166.6184
FDM10,17.2,Low Fat,Snack Foods,215.1218
FDT11,5.94,Regular,Breads,186.7556
FDD39,16.7,low fat,Dairy,217.885
NCL31,7.39,Low Fat,Others,141.547
FDZ47,20.7,Regular,Baking Goods,100.1042
NCU18,20.7,Low Fat,Household,142.4496
FDJ58,20.7,Regular,Snack Foods,172.2764
FDX12,18.2,Regular,Baking Goods,241.4196
FDV60,20.2,Regular,Baking Goods,195.211
NCB19,20.2,Low Fat,Household,84.5882
FDH45,20.2,Regular,Fruits and Vegetables,42.3796
FDB03,17.75,Regular,Dairy,240.7538
FDN22,18.85,Regular,Snack Foods,251.7724
FDQ37,20.75,Low Fat,Breakfast,192.0478
FDM02,12.5,Regular,Canned,85.6198
FDW38,5.325,Regular,Dairy,53.7298
FDP34,5.325,Low Fat,Snack Foods,156.463
FDY55,16.75,Low Fat,Fruits and Vegetables,255.3988
FDA09,13.35,Regular,Snack Foods,179.766
FDM51,11.8,Regular,Meat,99.8674
FDI34,10.65,Regular,Snack Foods,231.4668
NCD31,12.1,Low Fat,Household,165.8526
FDW33,9.395,Low Fat,Snack Foods,105.828
NCP05,19.6,Low Fat,Health and Hygiene,152.0024
FDL56,14.1,Low Fat,Fruits and Vegetables,86.9198
FDN01,14.1,Low Fat,Breakfast,177.937
FDA25,16.5,Regular,Canned,104.799
FDF08,14.3,Regular,Fruits and Vegetables,88.2856
FDH08,7.51,Low Fat,Fruits and Vegetables,227.901
DRH03,17.25,low fat,Dairy,93.412
FDQ31,5.785,Regular,Fruits and Vegetables,87.0856
FDT39,6.26,Regular,Meat,149.8366
FDM22,6.26,Regular,Snack Foods,53.464
FDR21,19.7,Low Fat,Snack Foods,174.937
FDQ01,19.7,Regular,Canned,255.2014
FDZ03,13.65,Regular,Dairy,186.724
NCK05,20.1,Low Fat,Health and Hygiene,63.0536
FDW55,12.6,Regular,Fruits and Vegetables,250.9092
FDF47,20.85,Low Fat,Starchy Foods,222.8746
DRO59,20.85,Low Fat,Hard Drinks,77.9012
NCM55,15.6,Low Fat,Others,185.8924
FDY31,5.98,Low Fat,Fruits and Vegetables,146.8418
FDJ57,5.98,Regular,Seafood,184.3582
FDV51,16.35,Low Fat,Meat,165.4842
DRG36,14.15,Low Fat,Soft Drinks,170.5106
DRF13,12.1,Low Fat,Soft Drinks,145.1444
NCJ54,9.895,Low Fat,Household,233.0642
NCP42,8.51,Low Fat,Household,195.6478
NCF30,17,Low Fat,Household,126.7362
FDY44,17,Regular,Fruits and Vegetables,194.711
FDX09,9,Low Fat,Snack Foods,175.437
NCU30,5.11,Low Fat,Household,163.221
FDU49,19.5,Regular,Canned,85.554
FDC48,9.195,Low Fat,Baking Goods,84.1592
FDJ21,16.7,Regular,Snack Foods,147.5102
NCX41,19,Low Fat,Health and Hygiene,210.8244
FDT36,12.3,Low Fat,Baking Goods,35.0874
FDK28,12.3,Low Fat,Frozen Foods,256.1646
DRI49,14.15,Low Fat,Soft Drinks,82.0276
NCM54,14.15,Low Fat,Household,128.9678
FDD48,10.395,Low Fat,Baking Goods,116.3176
NCF30,17,Low Fat,Household,125.1362
FDX03,15.85,Regular,Meat,47.1744
FDZ33,10.195,Low Fat,Snack Foods,149.8076
FDB39,10.195,Low Fat,Dairy,57.4272
DRM11,6.57,Low Fat,Hard Drinks,261.4278
DRE48,8.43,Low Fat,Soft Drinks,195.3768
NCL31,7.39,Low Fat,Others,142.247
FDB11,16,Low Fat,Starchy Foods,224.1404
FDX14,13.1,Low Fat,Dairy,76.0354
NCM29,13.1,Low Fat,Health and Hygiene,129.9626
FDH47,13.5,Regular,Starchy Foods,95.2068
FDG09,20.6,Regular,Fruits and Vegetables,185.8556
FDP25,15.2,Low Fat,Canned,216.9824
FDY27,15.2,Low Fat,Dairy,179.1344
FDY03,6.03,Regular,Meat,112.6202
NCJ17,7.68,Low Fat,Health and Hygiene,85.5224
NCP54,15.35,Low Fat,Household,124.673
FDZ15,13.1,Low Fat,Dairy,119.2782
NCR05,10.1,Low Fat,Health and Hygiene,198.6084
FDX03,10.1,Regular,Meat,44.7744
FDC21,14.6,Regular,Fruits and Vegetables,109.8254
FDQ40,11.1,Regular,Frozen Foods,176.0712
FDI07,11.1,Regular,Meat,197.2426
FDQ25,8.63,Regular,Canned,172.5422
NCK18,9.6,Low Fat,Household,163.9184
DRI25,19.6,Low Fat,Soft Drinks,55.6614
DRA24,19.35,Regular,Soft Drinks,165.0868
FDE59,12.15,Low Fat,Starchy Foods,34.3532
FDY59,8.195,Low Fat,Baking Goods,93.8462
FDQ20,8.325,Low Fat,Fruits and Vegetables,41.6138
FDB21,7.475,Low Fat,Fruits and Vegetables,241.6854
FDB41,7.475,Regular,Frozen Foods,45.2718
DRG11,6.385,Low Fat,Hard Drinks,109.8596
FDV10,6.385,Regular,Snack Foods,41.0112
FDI41,18.5,Regular,Frozen Foods,148.3418
FDN10,11.5,Low Fat,Snack Foods,118.9124
NCM17,7.93,Low Fat,Health and Hygiene,45.9086
DRG37,7.93,Low Fat,Soft Drinks,154.3972
FDA21,13.65,Low Fat,Snack Foods,183.7924
FDM27,12.35,Regular,Meat,157.9946
FDA32,14,Low Fat,Fruits and Vegetables,216.0192
NCZ53,9.6,Low Fat,Health and Hygiene,189.2214
FDW40,14,Regular,Frozen Foods,143.2812
FDS52,8.89,Low Fat,Frozen Foods,100.5016
FDM58,16.85,Regular,Snack Foods,109.8544
NCE54,16.85,Low Fat,Household,75.5354
FDS11,7.05,Regular,Breads,225.3088
FDL20,17.1,Low Fat,Fruits and Vegetables,111.6886
FDX13,17.1,Low Fat,Canned,249.1092
FDR21,19.7,Low Fat,Snack Foods,174.437
FDV28,16.1,Regular,Frozen Foods,33.6558
FDD46,6.035,Low Fat,Snack Foods,153.1998
FDE23,17.6,Regular,Starchy Foods,46.706
NCF55,6.675,Low Fat,Household,34.9874
FDU12,15.5,Regular,Baking Goods,262.9568
FDZ22,9.395,Low Fat,Snack Foods,85.025
FDE57,9.6,Low Fat,Fruits and Vegetables,142.9154
DRJ51,14.1,Low Fat,Dairy,228.5668
FDX52,11.5,Regular,Frozen Foods,192.682
DRN47,12.1,Low Fat,Hard Drinks,178.366
FDT21,7.42,Low Fat,Snack Foods,249.0092
FDY21,15.1,Low Fat,Snack Foods,196.511
FDG21,15.1,Regular,Seafood,151.005
FDS58,9.285,Regular,Snack Foods,161.1578
FDA26,7.855,Regular,Dairy,220.1482
FDY16,7.855,Regular,Frozen Foods,182.5266
FDF20,12.85,Low Fat,Fruits and Vegetables,196.6768
FDC47,15,Low Fat,Snack Foods,226.5694
FDL08,10.8,Low Fat,Fruits and Vegetables,246.8144
FDF08,14.3,Regular,Fruits and Vegetables,88.4856
FDN03,9.8,Regular,Meat,250.1408
FDG34,11.5,Regular,Snack Foods,106.6254
FDA56,9.21,Low Fat,Fruits and Vegetables,119.8414
NCI17,9.21,Low Fat,Health and Hygiene,95.141
NCO17,10,Low Fat,Health and Hygiene,118.344
FDK55,18.5,Low Fat,Meat,87.7172
FDD10,20.6,Regular,Snack Foods,177.4344
NCH18,9.3,Low Fat,Household,245.4802
NCA53,11.395,Low Fat,Health and Hygiene,48.8034
DRJ24,11.8,Low Fat,Soft Drinks,184.3924
DRN35,8.01,Low Fat,Hard Drinks,37.9532
FDC47,15,Low Fat,Snack Foods,229.3694
FDN48,13.35,Low Fat,Baking Goods,93.4804
FDR27,13.35,Regular,Meat,130.7942
FDS33,13.35,Regular,Snack Foods,86.8514
DRL11,10.5,Low Fat,Hard Drinks,157.0946
FDQ21,21.25,Low Fat,Snack Foods,120.4756
FDY37,17,Regular,Canned,142.047
FDS35,9.3,Low Fat,Breads,63.1826
DRD60,15.7,Low Fat,Soft Drinks,183.1634
DRP47,15.75,Low Fat,Hard Drinks,252.8382
NCY41,15.75,low fat,Health and Hygiene,35.2532
FDR59,14.5,Regular,Breads,263.1594
FDM36,14.5,Regular,Baking Goods,172.6422
NCI42,14.5,Low Fat,Household,208.4954
FDA31,7.1,Low Fat,Fruits and Vegetables,173.808
FDY33,14.5,Regular,Snack Foods,159.3262
FDV40,17.35,Low Fat,Frozen Foods,73.1038
NCW17,18,Low Fat,Health and Hygiene,128.6994
FDN38,6.615,Regular,Canned,248.6408
FDQ11,6.615,Regular,Breads,256.3988
FDG34,11.5,Regular,Snack Foods,107.5254
NCN14,19.1,Low Fat,Others,183.7608
FDY46,19.1,Low Fat,Snack Foods,188.3898
FDS11,7.05,Regular,Breads,222.1088
NCA53,7.05,Low Fat,Health and Hygiene,47.1034
FDW32,18.35,Regular,Fruits and Vegetables,84.3882
NCR42,9.105,Low Fat,Household,33.39
FDU33,7.63,Regular,Snack Foods,47.0402
FDN15,7.63,Low Fat,Meat,140.318
FDD51,7.63,low fat,Dairy,44.2744
FDF14,7.55,Low Fat,Canned,152.934
NCN19,7.55,Low Fat,Others,189.553
NCO43,5.5,Low Fat,Others,100.1016
FDT19,7.59,Regular,Fruits and Vegetables,172.908
DRK12,9.5,Low Fat,Soft Drinks,31.49
DRM49,6.11,Regular,Soft Drinks,44.4086
FDX43,5.655,Low Fat,Fruits and Vegetables,164.75
FDS14,7.285,Low Fat,Dairy,156.5288
NCK07,10.65,Low Fat,Others,165.2526
FDO19,17.7,Regular,Fruits and Vegetables,46.8034
FDH32,12.8,Low Fat,Fruits and Vegetables,97.141
FDL32,15.7,Regular,Fruits and Vegetables,111.0544
FDC44,15.6,Low Fat,Fruits and Vegetables,114.4518
FDQ59,9.8,Regular,Breads,84.2908
FDY35,17.6,Regular,Breads,44.0402
FDA46,13.6,low fat,Snack Foods,196.2136
NCL18,18.85,Low Fat,Household,193.1136
FDL57,15.1,Regular,Snack Foods,258.8304
NCP50,17.35,Low Fat,Others,79.2618
FDZ25,17.35,Regular,Canned,169.879
FDH24,20.7,Low Fat,Baking Goods,157.0288
FDQ26,13.5,Regular,Dairy,60.9562
NCK17,13.5,Low Fat,Health and Hygiene,40.348
FDO46,13.5,Regular,Snack Foods,187.3872
FDW50,13.1,Low Fat,Dairy,168.1158
FDU26,12.15,Regular,Dairy,120.1782
FDX04,12.15,Regular,Frozen Foods,46.2376
FDH31,12.15,Regular,Meat,98.1042
FDJ45,12.15,Low Fat,Seafood,34.2216
FDX55,15.1,Low Fat,Fruits and Vegetables,216.1166
FDR02,16.7,Low Fat,Dairy,110.5886
NCP55,14.65,Low Fat,Others,55.6614
FDT28,13.3,Low Fat,Frozen Foods,151.8708
NCJ06,20.1,Low Fat,Household,118.6782
FDT21,7.42,Low Fat,Snack Foods,249.7092
FDK22,7.42,Low Fat,Snack Foods,214.885
DRJ11,9.5,Low Fat,Hard Drinks,188.7872
FDH27,7.075,Low Fat,Dairy,141.8128
FDU52,7.075,Low Fat,Frozen Foods,157.063
FDK50,7.96,Low Fat,Canned,160.7894
DRJ01,6.135,Low Fat,Soft Drinks,160.5236
FDC21,14.6,Regular,Fruits and Vegetables,109.7254
FDX39,14.3,Regular,Meat,212.4586
NCY54,14.3,Low Fat,Household,172.1422
FDD58,14.3,Low Fat,Snack Foods,100.67
FDW12,8.315,Regular,Baking Goods,147.1444
DRE01,10.1,Low Fat,Soft Drinks,241.8512
FDT16,9.895,Regular,Frozen Foods,262.1278
FDC16,11.5,Regular,Dairy,85.054
FDK52,18.25,Low Fat,Frozen Foods,226.0062
FDI41,18.5,Regular,Frozen Foods,145.8418
FDG33,5.365,Regular,Seafood,173.5764
NCM31,6.095,Low Fat,Others,140.3154
NCY53,6.095,Low Fat,Health and Hygiene,110.4544
FDY55,16.75,Low Fat,Fruits and Vegetables,257.0988
NCD18,21.25,Low Fat,Household,230.2668
FDV09,12.1,Low Fat,Snack Foods,148.5734
FDI19,15.1,Low Fat,Meat,242.2512
FDY47,8.6,Regular,Breads,131.531
DRH37,17.6,Low Fat,Soft Drinks,164.2526
NCL19,15.35,Low Fat,Others,144.047
DRI11,8.26,Low Fat,Hard Drinks,115.7834
NCC19,6.57,Low Fat,Household,191.482
FDS01,11.6,Low Fat,Canned,177.0686
FDX31,20.35,Regular,Fruits and Vegetables,232.3958
NCL55,12.15,Low Fat,Others,254.904
FDW16,17.35,Regular,Frozen Foods,93.7804
FDT49,7,Low Fat,Canned,107.728
FDW13,8.5,Low Fat,Canned,50.5324
NCG30,8.5,Low Fat,Household,125.8046
FDS15,9.195,Regular,Meat,106.4596
FDS32,17.75,Regular,Fruits and Vegetables,140.3838
FDE09,8.775,Low Fat,Fruits and Vegetables,111.3228
FDM12,16.7,Regular,Baking Goods,189.6214
FDT57,15.2,Low Fat,Snack Foods,238.2248
FDM32,20.5,Low Fat,Fruits and Vegetables,91.083
NCS38,20.5,Low Fat,Household,115.2176
NCW30,5.21,Low Fat,Household,257.8962
FDD21,10.3,Regular,Fruits and Vegetables,115.7176
FDH35,18.25,Low Fat,Starchy Foods,165.9526
NCX17,21.25,Low Fat,Health and Hygiene,232.83
NCI29,8.6,Low Fat,Health and Hygiene,142.9154
FDL24,10.3,Regular,Baking Goods,172.0422
DRQ35,9.3,Low Fat,Hard Drinks,125.4388
FDM04,9.195,Regular,Frozen Foods,50.8666
NCJ17,7.68,Low Fat,Health and Hygiene,84.9224
NCJ18,7.68,Low Fat,Household,116.6124
DRF13,12.1,Low Fat,Soft Drinks,144.4444
FDB39,11.6,Low Fat,Dairy,57.7272
FDT52,9.695,Regular,Frozen Foods,246.2144
FDT60,12,Low Fat,Baking Goods,121.9388
FDM34,19,Low Fat,Snack Foods,132.9626
FDY27,6.38,Low Fat,Dairy,179.5344
FDP08,20.5,Regular,Fruits and Vegetables,195.5478
FDP59,20.5,Regular,Breads,103.1648
FDQ11,5.695,Regular,Breads,257.4988
FDV01,19.2,Regular,Canned,153.8314
FDX31,20.35,Regular,Fruits and Vegetables,234.9958
NCX54,9.195,low fat,Household,107.7622
DRC12,17.85,Low Fat,Soft Drinks,191.6188
FDU11,17.85,Low Fat,Breads,120.7098
NCB30,14.6,Low Fat,Household,199.9084
FDS27,10.195,Regular,Meat,195.411
FDX16,17.85,Low Fat,Frozen Foods,148.005
NCL53,7.5,Low Fat,Health and Hygiene,176.1028
NCZ30,6.59,Low Fat,Household,121.6098
FDB15,10.895,Low Fat,Dairy,262.2568
FDY51,10.895,Low Fat,Meat,220.8798
FDL32,14.6,Regular,Fruits and Vegetables,111.6544
FDK46,9.6,Low Fat,Snack Foods,258.062
FDI22,9.6,Low Fat,Snack Foods,211.0612
FDF21,10.3,Regular,Fruits and Vegetables,189.053
FDR34,17,Regular,Snack Foods,228.4352
FDJ50,8.645,Low Fat,Canned,50.6982
FDW51,6.155,Regular,Meat,213.456
FDR28,13.85,Regular,Frozen Foods,165.121
FDV60,13.85,Regular,Baking Goods,198.011
FDI45,13.1,Low Fat,Fruits and Vegetables,173.8054
NCB30,13.1,Low Fat,Household,196.5084
DRO59,11.8,Low Fat,Hard Drinks,77.0012
FDU12,15.5,Regular,Baking Goods,265.5568
NCX18,14.15,Low Fat,Household,196.911
NCH30,14.15,Low Fat,Household,114.186
FDE11,14.15,Regular,Starchy Foods,184.1924
FDE32,20.7,Low Fat,Fruits and Vegetables,39.9506
FDP25,15.2,Low Fat,Canned,216.7824
NCM29,11.5,Low Fat,Health and Hygiene,132.7626
FDN24,14.1,Low Fat,Baking Goods,54.5956
DRY23,9.395,Regular,Soft Drinks,41.3112
FDW04,9.395,Regular,Frozen Foods,130.531
FDM01,7.895,Regular,Breakfast,101.1332
NCW29,14,Low Fat,Health and Hygiene,131.331
FDG33,5.365,Regular,Seafood,172.0764
FDV51,16.35,Low Fat,Meat,165.7842
NCQ18,15.75,Low Fat,Household,100.37
NCL53,7.5,Low Fat,Health and Hygiene,177.9028
FDQ39,14.8,Low Fat,Meat,189.3846
FDF46,7.07,Low Fat,Snack Foods,115.8834
NCA06,20.5,Low Fat,Household,34.719
FDV26,20.5,Regular,Dairy,193.0794
FDJ04,18,Low Fat,Frozen Foods,119.9124
FDE28,9.5,Regular,Frozen Foods,231.8668
NCZ29,15,Low Fat,Health and Hygiene,125.7362
FDW43,20.1,Regular,Fruits and Vegetables,226.3036
FDZ49,11,Regular,Canned,219.7798
NCJ05,18.7,Low Fat,Health and Hygiene,151.5682
NCP29,18.7,Low Fat,Health and Hygiene,64.2168
FDS16,15.15,Regular,Frozen Foods,147.976
FDZ45,14.1,Low Fat,Snack Foods,196.7084
NCP29,8.42,Low Fat,Health and Hygiene,65.4168
FDZ58,8.42,Low Fat,Snack Foods,121.0072
FDV55,8.42,Low Fat,Fruits and Vegetables,145.1444
NCV53,8.27,Low Fat,Health and Hygiene,237.988
FDV47,8.27,Low Fat,Breads,84.5566
FDD45,8.615,Low Fat,Fruits and Vegetables,95.4436
FDP26,8.615,Low Fat,Dairy,105.9306
DRD37,9.8,Low Fat,Soft Drinks,45.106
FDT09,9.8,Regular,Snack Foods,131.0284
FDM03,9.8,Low Fat,Meat,109.1938
FDW09,13.65,Regular,Snack Foods,78.8302
FDX10,6.385,Regular,Snack Foods,37.1874
FDZ60,20.5,Low Fat,Baking Goods,108.9596
FDM58,16.85,Regular,Snack Foods,113.4544
FDV32,7.785,Low Fat,Fruits and Vegetables,61.851
FDU07,7.785,Low Fat,Fruits and Vegetables,150.4366
FDS51,7.785,Low Fat,Meat,62.7194
NCT17,10.8,Low Fat,Health and Hygiene,190.0214
FDW25,5.175,Low Fat,Canned,84.2224
FDS01,11.6,Low Fat,Canned,179.0686
NCV18,6.775,Low Fat,Household,84.625
FDZ04,9.31,Low Fat,Frozen Foods,61.351
DRN59,15,Low Fat,Hard Drinks,47.306
FDD36,13.3,Low Fat,Baking Goods,119.8124
FDT56,16,Regular,Fruits and Vegetables,59.1246
FDP09,16,low fat,Snack Foods,212.1902
FDA33,6.48,Low Fat,Snack Foods,146.2076
FDH14,6.48,Regular,Canned,142.0838
NCF18,6.48,Low Fat,Household,191.5504
FDF59,12.5,Low Fat,Starchy Foods,128.102
FDC29,8.39,Regular,Frozen Foods,115.7176
FDD32,17.7,Regular,Fruits and Vegetables,80.8276
FDZ08,12.5,Regular,Fruits and Vegetables,80.8592
FDT21,12.5,Low Fat,Snack Foods,248.8092
FDM33,15.6,Low Fat,Snack Foods,218.5798
NCK07,10.65,Low Fat,Others,166.1526
NCL41,12.35,Low Fat,Health and Hygiene,36.2216
FDZ36,6.035,Regular,Baking Goods,188.224
FDW51,6.155,Regular,Meat,213.356
FDS47,16.75,Low Fat,Breads,89.1856
FDV02,16.75,Low Fat,Dairy,172.4106
NCX17,21.25,Low Fat,Health and Hygiene,233.03
FDI12,9.395,Regular,Baking Goods,89.6856
NCP30,17.6,Low Fat,Household,37.4822
FDG08,13.15,Regular,Fruits and Vegetables,172.6764
FDX35,5.035,Regular,Breads,228.2036
FDY26,5.035,Regular,Dairy,210.5244
NCM43,5.035,Low Fat,Others,162.621
NCZ54,5.035,Low Fat,Household,160.9552
FDO16,5.48,Low Fat,Frozen Foods,81.925
FDR22,19.35,Regular,Snack Foods,112.0544
FDJ16,9.195,Low Fat,Frozen Foods,59.5246
FDT47,5.26,Regular,Breads,95.7068
FDZ23,5.26,Regular,Baking Goods,187.124
NCB31,6.235,Low Fat,Household,261.691
FDM15,11.8,Regular,Meat,149.9366
FDX27,20.7,Regular,Dairy,92.9436
NCS54,13.6,Low Fat,Household,177.937
NCJ30,5.82,low fat,Household,169.179
DRJ23,18.35,Low Fat,Hard Drinks,187.6872
FDS14,7.285,Low Fat,Dairy,157.4288
FDR27,15.1,Regular,Meat,133.7942
FDT49,7,Low Fat,Canned,106.628
FDX26,7,Low Fat,Dairy,180.4292
NCW53,18.35,Low Fat,Health and Hygiene,193.4162
FDS19,13.8,Regular,Fruits and Vegetables,74.3012
DRF15,18.35,Low Fat,Dairy,154.934
DRH01,18.35,Low Fat,Soft Drinks,172.8738
FDJ12,8.895,Regular,Baking Goods,206.8296
NCE42,8.895,Low Fat,Household,234.9958
DRL37,15.5,Low Fat,Soft Drinks,42.377
FDJ36,14.5,Regular,Baking Goods,101.4332
NCH18,14.5,Low Fat,Household,245.2802
DRI11,8.26,Low Fat,Hard Drinks,116.0834
NCO17,10,Low Fat,Health and Hygiene,120.944
FDS49,9,Low Fat,Canned,79.6644
NCS17,18.6,Low Fat,Health and Hygiene,93.4436
NCC42,15,Low Fat,Health and Hygiene,140.8838
NCM26,20.5,Low Fat,Others,153.434
FDU32,8.785,Low Fat,Fruits and Vegetables,119.9414
FDU19,8.77,Regular,Fruits and Vegetables,173.8422
NCM53,18.75,Low Fat,Health and Hygiene,108.128
FDG32,19.85,Low Fat,Fruits and Vegetables,220.8772
FDF04,17.5,Low Fat,Frozen Foods,259.7304
NCN55,14.6,Low Fat,Others,242.3538
FDJ34,11.8,Regular,Snack Foods,127.1704
FDT01,13.65,Regular,Canned,213.7902
FDV28,13.65,Regular,Frozen Foods,34.9558
FDD02,16.6,Low Fat,Canned,118.4124
FDW48,18,Low Fat,Baking Goods,79.0618
FDF44,7.17,Regular,Fruits and Vegetables,130.3968
FDY14,10.3,Low Fat,Dairy,264.5226
FDU59,10.3,Low Fat,Breads,162.6552
FDQ10,10.3,Low Fat,Snack Foods,172.0422
FDV21,11.5,Low Fat,Snack Foods,123.9704
FDQ36,7.855,Regular,Baking Goods,37.2848
FDH12,7.855,Low Fat,Baking Goods,107.128
FDV40,17.35,Low Fat,Frozen Foods,72.2038
NCF07,9,Low Fat,Household,101.8016
FDA08,9,Regular,Fruits and Vegetables,164.2526
FDP33,9,Low Fat,Snack Foods,256.3672
FDS27,10.195,Regular,Meat,196.311
DRD60,15.7,Low Fat,Soft Drinks,181.7634
FDM28,15.7,Low Fat,Frozen Foods,177.966
NCU54,8.88,Low Fat,Household,210.727
NCX05,15.2,Low Fat,Health and Hygiene,114.4492
FDX59,10.195,Low Fat,Breads,33.3558
FDE10,6.67,Regular,Snack Foods,133.0626
FDW16,6.67,Regular,Frozen Foods,91.6804
FDW07,6.67,Regular,Fruits and Vegetables,90.5514
FDG38,8.975,Regular,Canned,84.9224
DRC27,13.8,Low Fat,Dairy,246.2802
FDT43,16.35,Low Fat,Fruits and Vegetables,49.9324
FDR44,6.11,Regular,Fruits and Vegetables,129.6968
NCE55,7.785,Low Fat,Household,178.237
FDU39,18.85,Low Fat,Meat,60.4562
FDK27,18.85,Low Fat,Meat,120.9756
FDP32,6.65,Low Fat,Fruits and Vegetables,127.2678
NCW54,7.5,Low Fat,Household,59.2588
FDA36,5.985,Low Fat,Baking Goods,186.5924
FDU24,6.78,Regular,Baking Goods,95.012
FDX34,6.195,Low Fat,Snack Foods,122.2098
FDQ25,8.63,Regular,Canned,174.1422
FDY01,11.8,Regular,Canned,117.0834
FDH27,7.075,Low Fat,Dairy,145.8128
FDL10,8.395,Low Fat,Snack Foods,100.1042
FDL15,17.85,Low Fat,Meat,153.6682
FDT24,12.35,Regular,Baking Goods,79.2328
NCN55,14.6,Low Fat,Others,238.3538
FDZ59,14.6,Regular,Baking Goods,164.95
FDM57,11.65,Regular,Snack Foods,82.9908
FDD14,20.7,Low Fat,Canned,183.8266
FDU19,8.77,Regular,Fruits and Vegetables,173.6422
FDI04,13.65,Regular,Frozen Foods,198.4426
NCQ54,17.7,Low Fat,Household,168.4474
FDW12,8.315,Regular,Baking Goods,144.3444
FDQ32,8.315,Regular,Fruits and Vegetables,122.8388
DRG49,7.81,Low Fat,Soft Drinks,246.1486
FDP58,11.1,Low Fat,Snack Foods,220.7482
FDD57,18.1,low fat,Fruits and Vegetables,96.2094
DRG23,8.88,Low Fat,Hard Drinks,153.8682
NCZ17,12.15,Low Fat,Health and Hygiene,39.1506
DRJ11,9.5,Low Fat,Hard Drinks,188.4872
FDG16,15.25,Low Fat,Frozen Foods,215.1192
FDZ51,15.25,Regular,Meat,96.6094
NCN43,12.15,Low Fat,Others,123.773
NCN30,16.35,Low Fat,Household,95.741
FDP39,16.35,Low Fat,Meat,52.3324
FDP34,12.85,Low Fat,Snack Foods,157.663
FDM44,12.5,Low Fat,Fruits and Vegetables,103.699
FDC28,7.905,Low Fat,Frozen Foods,109.1254
DRC24,17.85,Low Fat,Soft Drinks,153.4998
FDN46,7.21,Regular,Snack Foods,100.8332
NCN53,5.175,Low Fat,Health and Hygiene,37.0874
FDY32,5.175,Low Fat,Fruits and Vegetables,163.221
NCW06,16.2,Low Fat,Household,193.1162
